Código do Equipamento,Equipamento,UF,Município,Rodovia,Km,Coordenadas,Registro INMETRO,Nº de Série
ALS19010003,Controlador Eletrônico Misto,AL,MACEIO,104,"95,325","-35.79108, -9.540599",0,2300113
ALS19010004,Controlador Eletrônico Misto,AL,MACEIO,104,"97,941","-35.779613, -9.561001",0,2300172
ALB21040053,Redutor Eletrônico de Velocidade,AL,MACEIO,104,"97,850","-35.780003, -9.560853",0,2300187
ALB21040054,Redutor Eletrônico de Velocidade,AL,MACEIO,104,"97,850","-35.780003, -9.560853",0,2300187
ALB20050050,Redutor Eletrônico de Velocidade,AL,MACEIO,316,"275,320","-35.784877, -9.56525",0,2300182
ALS19080005,Controlador Eletrônico Misto,AL,MACEIO,104,"97,452","-35.781815, -9.557469",15356276,2300379
ALB19080046,Redutor Eletrônico de Velocidade,AL,MACEIO,104,"95,813","-35.7891, -9.544554",15356275,2300265
ALR19080010,Controlador Eletrônico de Velocidade,AL,MACEIO,316,"272,630","-35.803436, -9.57016",15268415,2300112
ALS18100001,Controlador Eletrônico Misto,AL,MACEIO,104,"95,846","-35.788701, -9.544684",15356274,2300378
ALB18080005,Redutor Eletrônico de Velocidade,AL,MARAVILHA,316,"65,000","-37.391544, -9.271823",0,2300122
ALB18080009,Redutor Eletrônico de Velocidade,AL,MARIBONDO,316,"200,700","-36.320415, -9.58555",11468829,BRI1240
ALB18090021,Redutor Eletrônico de Velocidade,AL,MARIBONDO,316,"202,700","-36.304628, -9.577603",14815144,BRI1059
ALB18090016,Redutor Eletrônico de Velocidade,AL,MURICI,104,"59,184","-35.939058, -9.307779",15098550,BRI1063
ALB18120042,Redutor Eletrônico de Velocidade,AL,MURICI,104,"60,499","-35.930733, -9.31614",15098549,BRI1064
ALB18120043,Redutor Eletrônico de Velocidade,AL,PALMEIRA DOS INDIOS,316,"164,775","-36.574233, -9.480946",15098892,2300097
ALR19010009,Controlador Eletrônico de Velocidade,AL,PALMEIRA DOS INDIOS,316,"153,635","-36.644295, -9.431771",15098894,2300098
ALB18110039,Redutor Eletrônico de Velocidade,AL,PALMEIRA DOS INDIOS,316,"148,000","-36.689202, -9.406652",15098898,2300106
ALB18090025,Redutor Eletrônico de Velocidade,AL,PALMEIRA DOS INDIOS,316,"156,250","-36.623397, -9.421091",15098893,2300099
ALR20050012,Controlador Eletrônico de Velocidade,AL,PALMEIRA DOS INDIOS,316,"158,000","-36.614746, -9.4316",15098897,2300096
ALB18080010,Redutor Eletrônico de Velocidade,AL,PILAR,316,"254,370","-35.955606, -9.588725",0,2300179
ALB18120041,Redutor Eletrônico de Velocidade,AL,PILAR,316,"253,455","-35.959923, -9.581679",0,2300124
ALB18080006,Redutor Eletrônico de Velocidade,AL,POCO DAS TRINCHEIRAS,316,"78,950","-37.284341, -9.340715",15268407,2300100
ALB18100037,Redutor Eletrônico de Velocidade,AL,PORTO REAL DO COLEGIO,101,"224,070","-36.696058, -10.078784",15098552,BRI1647
ALB18090035,Redutor Eletrônico de Velocidade,AL,PORTO REAL DO COLEGIO,101,"226,275","-36.701703, -10.095507",11474453,BRI1646
ALB18090030,Redutor Eletrônico de Velocidade,AL,PORTO REAL DO COLEGIO,101,"222,300","-36.689907, -10.063902",15098551,BRI1645
ALB18090032,Redutor Eletrônico de Velocidade,AL,RIO LARGO,104,"92,509","-35.803384, -9.51823",0,2300189
ALB18090036,Redutor Eletrônico de Velocidade,AL,RIO LARGO,104,"92,557","-35.802868, -9.518523",0,2300190
ALB18090024,Redutor Eletrônico de Velocidade,AL,RIO LARGO,104,"90,000","-35.81257, -9.497467",0,2300164
ALB18080002,Redutor Eletrônico de Velocidade,AL,RIO LARGO,104,"86,255","-35.825153, -9.466008",0,2300163
ALB18080003,Redutor Eletrônico de Velocidade,AL,RIO LARGO,104,"87,257","-35.822055, -9.474353",15268417,2300094
ALB18080004,Redutor Eletrônico de Velocidade,AL,RIO LARGO,104,"87,257","-35.822055, -9.474353",15268418,2300095
ALB18090017,Redutor Eletrônico de Velocidade,AL,RIO LARGO,104,"91,392","-35.807797, -9.509115",0,2300177
ALB18090015,Redutor Eletrônico de Velocidade,AL,RIO LARGO,104,"91,392","-35.807797, -9.509115",0,2300176
ALS19110006,Controlador Eletrônico Misto,AL,RIO LARGO,104,"94,320","-35.795841, -9.532435",0,2300175
ALB18080007,Redutor Eletrônico de Velocidade,AL,SANTANA DO IPANEMA,316,"84,330","-37.246836, -9.368432",15268406,2300110
ALB18080008,Redutor Eletrônico de Velocidade,AL,SANTANA DO IPANEMA,316,"85,680","-37.235761, -9.373114",15268404,2300101
ALB18090033,Redutor Eletrônico de Velocidade,AL,SANTANA DO IPANEMA,316,"84,820","-37.242477, -9.36992",15268405,2300103
ALR18080001,Controlador Eletrônico de Velocidade,AL,SAO JOSE DA LAJE,104,"7,755","-36.021301, -8.961093",15356278,2300367
ALR18080002,Controlador Eletrônico de Velocidade,AL,SAO JOSE DA LAJE,104,"8,443","-36.017755, -8.965852",10277185,BRI401
ALR18090007,Controlador Eletrônico de Velocidade,AL,SAO JOSE DA LAJE,104,"16,520","-36.038598, -9.028279",15356277,2300369
ALB18090014,Redutor Eletrônico de Velocidade,AL,SAO MIGUEL DOS CAMPOS,101,"139,445","-36.11616, -9.808366",15098888,2300093
ALR20120013,Controlador Eletrônico de Velocidade,AL,SAO SEBASTIAO,101,"203,500","-36.557849, -9.974669",15098595,2300057
ALR18090006,Controlador Eletrônico de Velocidade,AL,SATUBA,316,"264,500","-35.865906, -9.588802",0,2300108
ALB18080011,Redutor Eletrônico de Velocidade,AL,SATUBA,316,"270,080","-35.82179, -9.571728",15268410,2300111
ALB18080012,Redutor Eletrônico de Velocidade,AL,SATUBA,316,"269,720","-35.825136, -9.571619",0,2300181
ALB18090028,Redutor Eletrônico de Velocidade,AL,SATUBA,316,"262,800","-35.880499, -9.587967",15268409,2300109
ALR18090008,Controlador Eletrônico de Velocidade,AL,SATUBA,316,"263,600","-35.873217, -9.586835",0,2300167
ALB18090029,Redutor Eletrônico de Velocidade,AL,SATUBA,316,"269,480","-35.827129, -9.572335",0,2300180
ALB18090031,Redutor Eletrônico de Velocidade,AL,UNIAO DOS PALMARES,104,"35,840","-36.021223, -9.166638",14057354,BRI1074
ALB18080001,Redutor Eletrônico de Velocidade,AL,UNIAO DOS PALMARES,104,"33,740","-36.013171, -9.151152",15098891,2300081
ALB18090023,Redutor Eletrônico de Velocidade,AL,UNIAO DOS PALMARES,104,"35,100","-36.017252, -9.162107",15268419,2300121
BAB21120110,Redutor Eletrônico de Velocidade,BA,MUQUEM DO SAO FRANCISCO,242,"658,960","-43.8357, -12.2293",14813522,2300038
BAB22030115,Redutor Eletrônico de Velocidade,BA,MUQUEM DO SAO FRANCISCO,242,"658,300","-43.831261, -12.225982",14813509,2300042
BAB22100125,Redutor Eletrônico de Velocidade,BA,MUQUEM DO SAO FRANCISCO,242,"639,920","-43.66979, -12.199889",14812887,2300056
BAB19010043,Redutor Eletrônico de Velocidade,BA,PRESIDENTE TANCREDO NEVES,101,"319,650","-39.40028, -13.392387",0,2300274
BAB19010044,Redutor Eletrônico de Velocidade,BA,PRESIDENTE TANCREDO NEVES,101,"328,000","-39.420309, -13.454085",0,2300275
BAR19010063,Controlador Eletrônico de Velocidade,BA,PRESIDENTE TANCREDO NEVES,101,"329,300","-39.418366, -13.468004",0,2300339
BAR18100017,Controlador Eletrônico de Velocidade,BA,SAO JOSE DA VITORIA,101,"540,700","-39.33895, -15.07962",0,2300333
BAB19110054,Redutor Eletrônico de Velocidade,BA,ARATACA,101,"566,600","-39.452093, -15.255271",0,2300276
SER18110008,Controlador Eletrônico de Velocidade,SE,ARACAJU,235,"2,575","-37.096522, -10.906923",0,2300159
SER18110009,Controlador Eletrônico de Velocidade,SE,ARACAJU,235,"2,575","-37.096522, -10.906923",0,2300160
SEB23120019,Redutor Eletrônico de Velocidade,SE,ARACAJU,235,"1,230","-37.086524, -10.908488",0,2300385
SER18110011,Controlador Eletrônico de Velocidade,SE,AREIA BRANCA,235,"26,500","-37.269049, -10.801616",15244460,2300080
BAB18100016,Redutor Eletrônico de Velocidade,BA,EUNAPOLIS,101,"715,360","-39.580057, -16.349726",0,2300280
BAB18100017,Redutor Eletrônico de Velocidade,BA,EUNAPOLIS,101,"716,250","-39.579501, -16.357899",0,2300281
BAB18100018,Redutor Eletrônico de Velocidade,BA,EUNAPOLIS,101,"717,260","-39.582232, -16.366452",0,2300282
BAB18100019,Redutor Eletrônico de Velocidade,BA,EUNAPOLIS,101,"718,290","-39.581021, -16.374962",0,2300284
BAB18110024,Redutor Eletrônico de Velocidade,BA,EUNAPOLIS,101,"713,880","-39.581247, -16.337474",0,2300279
BAB18110025,Redutor Eletrônico de Velocidade,BA,EUNAPOLIS,101,"719,700","-39.586477, -16.386536",0,2300285
BAR18110032,Controlador Eletrônico de Velocidade,BA,EUNAPOLIS,367,"82,000","-39.558802, -16.37194",0,2300361
BAR18110033,Controlador Eletrônico de Velocidade,BA,EUNAPOLIS,367,"83,155","-39.570451, -16.37246",15307055,2300362
BAR18110034,Controlador Eletrônico de Velocidade,BA,EUNAPOLIS,367,"83,930","-39.578238, -16.374292",0,2300363
BAB18120034,Redutor Eletrônico de Velocidade,BA,EUNAPOLIS,101,"717,585","-39.583439, -16.369242",0,2300283
BAS18120003,Controlador Eletrônico Misto,BA,EUNAPOLIS,101,"717,945","-39.581481, -16.372032",11377968,2300376
BAS18120004,Controlador Eletrônico Misto,BA,EUNAPOLIS,101,"718,105","-39.580754, -16.373363",0,2300377
BAR19120102,Controlador Eletrônico de Velocidade,BA,EUNAPOLIS,101,"703,300","-39.585397, -16.263618",0,2300340
BAB22120132,Redutor Eletrônico de Velocidade,BA,EUNAPOLIS,101,"708,997","-39.5978, -16.3118",14813515,2300053
SEB19090015,Redutor Eletrônico de Velocidade,SE,CARIRA,235,"108,200","-37.699561, -10.358107",15244672,2300317
SER18120027,Controlador Eletrônico de Velocidade,SE,CRISTINAPOLIS,101,"200,880","-37.769573, -11.484078",14751560,2300058
SEB18110004,Redutor Eletrônico de Velocidade,SE,CRISTINAPOLIS,101,"199,100","-37.754686, -11.475823",14751559,2300071
SEB18110005,Redutor Eletrônico de Velocidade,SE,ESTANCIA,101,"147,170","-37.428019, -11.234743",15244448,2300067
SEB18110006,Redutor Eletrônico de Velocidade,SE,ESTANCIA,101,"147,170","-37.428019, -11.234743",15244447,2300068
SEB18110007,Redutor Eletrônico de Velocidade,SE,ESTANCIA,101,"151,910","-37.444112, -11.270014",15244446,2300066
SER18110020,Controlador Eletrônico de Velocidade,SE,ESTANCIA,101,"153,300","-37.449188, -11.27824",15244445,2300070
SER18110021,Controlador Eletrônico de Velocidade,SE,ESTANCIA,101,"153,300","-37.449188, -11.27824",15244444,2300069
SEB19080011,Redutor Eletrônico de Velocidade,SE,ESTANCIA,101,"150,900","-37.441157, -11.261318",15244449,2300065
SER18110012,Controlador Eletrônico de Velocidade,SE,FREI PAULO,235,"75,900","-37.562664, -10.542037",15312162,2300372
SER18110013,Controlador Eletrônico de Velocidade,SE,FREI PAULO,235,"76,160","-37.565051, -10.541668",15312163,2300373
SEB19090016,Redutor Eletrônico de Velocidade,SE,ITABAIANA,235,"53,200","-37.441009, -10.683533",15312181,2300131
SEB19090014,Redutor Eletrônico de Velocidade,SE,ITABAIANA,235,"42,500","-37.386416, -10.763402",15312164,2300316
SER18110018,Controlador Eletrônico de Velocidade,SE,ITAPORANGA D'AJUDA,101,"114,160","-37.306141, -11.001369",15244458,2300083
SER18110019,Controlador Eletrônico de Velocidade,SE,ITAPORANGA D'AJUDA,101,"114,900","-37.30537, -11.000117",0,2300217
SEB18120010,Redutor Eletrônico de Velocidade,SE,LARANJEIRAS,101,"81,000","-37.13999, -10.808713",15244667,2300132
SEB23010018,Redutor Eletrônico de Velocidade,SE,LARANJEIRAS,101,"77,900","-37.14, -10.78",15095222,2300052
SEB18110001,Redutor Eletrônico de Velocidade,SE,LARANJEIRAS,101,"81,000","-37.13999, -10.808713",15312182,2300133
SER18110001,Controlador Eletrônico de Velocidade,SE,NOSSA SENHORA DO SOCORRO,101,"86,750","-37.135369, -10.862389",15244662,2300088
SER22070032,Controlador Eletrônico de Velocidade,SE,NOSSA SENHORA DO SOCORRO,101,"93,800","-37.149911, -10.90579",5095111,2300047
SER18120029,Controlador Eletrônico de Velocidade,SE,NOSSA SENHORA DO SOCORRO,101,"86,750","-37.135369, -10.862389",15244661,2300087
SEB18110002,Redutor Eletrônico de Velocidade,SE,NOSSA SENHORA DO SOCORRO,235,"6,000","-37.127032, -10.904327",0,2300268
SEB18110003,Redutor Eletrônico de Velocidade,SE,NOSSA SENHORA DO SOCORRO,235,"6,000","-37.127032, -10.904327",0,2300269
SER18110010,Controlador Eletrônico de Velocidade,SE,NOSSA SENHORA DO SOCORRO,235,"12,215","-37.164871, -10.871471",15244459,2300079
SER18110002,Controlador Eletrônico de Velocidade,SE,NOSSA SENHORA DO SOCORRO,101,"91,700","-37.136387, -10.901681",15244645,2300084
SER18110003,Controlador Eletrônico de Velocidade,SE,NOSSA SENHORA DO SOCORRO,101,"92,000","-37.138807, -10.900828",15244643,2300085
SER18110004,Controlador Eletrônico de Velocidade,SE,NOSSA SENHORA DO SOCORRO,101,"94,700","-37.155265, -10.9091",15244441,2300075
SER18110005,Controlador Eletrônico de Velocidade,SE,NOSSA SENHORA DO SOCORRO,101,"95,100","-37.158469, -10.911605",15244644,2300086
SEB19090012,Redutor Eletrônico de Velocidade,SE,NOSSA SENHORA DO SOCORRO,235,"4,470","-37.112455, -10.905862",0,2300266
SEB19090013,Redutor Eletrônico de Velocidade,SE,NOSSA SENHORA DO SOCORRO,235,"4,470","-37.112455, -10.905862",0,2300267
SER19080030,Controlador Eletrônico de Velocidade,SE,NOSSA SENHORA DO SOCORRO,101,"90,500","-37.132278, -10.896115",0,2300213
SER19080031,Controlador Eletrônico de Velocidade,SE,NOSSA SENHORA DO SOCORRO,101,"90,500","-37.132278, -10.896115",0,2300214
SER18110022,Controlador Eletrônico de Velocidade,SE,SANTA LUZIA DO ITANHY,101,"167,000","-37.553561, -11.318639",1524442,2300077
SER18110014,Controlador Eletrônico de Velocidade,SE,SAO CRISTOVAO,101,"106,300","-37.243506, -10.958498",0,2300215
SER18110015,Controlador Eletrônico de Velocidade,SE,SAO CRISTOVAO,101,"106,300","-37.243506, -10.958498",0,2300216
SER18110016,Controlador Eletrônico de Velocidade,SE,SAO CRISTOVAO,101,"108,400","-37.261108, -10.963192",15244457,2300082
SER18110017,Controlador Eletrônico de Velocidade,SE,SAO CRISTOVAO,101,"108,400","-37.261108, -10.963192",13392035,2300157
SER18110006,Controlador Eletrônico de Velocidade,SE,SAO CRISTOVAO,101,"101,500","-37.202421, -10.944708",15312166,2300371
SER18110007,Controlador Eletrônico de Velocidade,SE,SAO CRISTOVAO,101,"101,500","-37.202421, -10.944708",15312165,2300370
SEB23010017,Redutor Eletrônico de Velocidade,SE,SAO FRANCISCO,101,"22,300","-36.91404, -10.377366",15095092,2300051
SER18110023,Controlador Eletrônico de Velocidade,SE,UMBAUBA,101,"178,900","-37.635009, -11.36596",15244443,2300078
SER18110024,Controlador Eletrônico de Velocidade,SE,UMBAUBA,101,"179,300","-37.638341, -11.364701",13392034,2300158
SER18120028,Controlador Eletrônico de Velocidade,SE,UMBAUBA,101,"184,300","-37.675086, -11.394163",15244450,2300089
SEB18120009,Redutor Eletrônico de Velocidade,SE,UMBAUBA,101,"183,730","-37.664399, -11.380751",14751558,2300076
BAB18110026,Redutor Eletrônico de Velocidade,BA,ITABELA,101,"746,350","-39.556869, -16.580417",0,2300287
BAB18120035,Redutor Eletrônico de Velocidade,BA,ITABELA,101,"745,420","-39.559391, -16.571109",0,2300286
BAR19020096,Controlador Eletrônico de Velocidade,BA,ALAGOINHAS,110,"345,400","-38.415418, -12.199087",14812930,CSX2300207
BAB19120061,Redutor Eletrônico de Velocidade,BA,ALAGOINHAS,101,"107,790","-38.398099, -12.150182",14813576,2300229
BAR20010103,Controlador Eletrônico de Velocidade,BA,ALAGOINHAS,101,"108,950","-38.406514, -12.156051",15341152,2300364
BAB22060119,Redutor Eletrônico de Velocidade,BA,ALAGOINHAS,101,"110,140","-38.415136, -12.162031",14812878,2300046
BAB22070121,Redutor Eletrônico de Velocidade,BA,ALAGOINHAS,101,"107,470","-38.395724, -12.148599",14812877,2300027
BAB19100048,Redutor Eletrônico de Velocidade,BA,BARREIRAS,242,"779,400","-44.886627, -12.141606",14812909,2300064
BAB19100051,Redutor Eletrônico de Velocidade,BA,BARREIRAS,135,"174,300","-45.00996, -12.12965",14812901,2300137
BAB19110052,Redutor Eletrônico de Velocidade,BA,BARREIRAS,242,"788,200","-44.9655, -12.1417",10854456,BRI1191
BAB19110053,Redutor Eletrônico de Velocidade,BA,BARREIRAS,242,"797,000","-45.028977, -12.125032",14812902,2300136
BAR19010047,Controlador Eletrônico de Velocidade,BA,BARREIRAS,135,"169,200","-44.97606, -12.095959",14812910,2300138
BAR18100016,Controlador Eletrônico de Velocidade,BA,BUERAREMA,101,"524,338","-39.30658, -14.95439",0,2300332
BAR19010056,Controlador Eletrônico de Velocidade,BA,CACHOEIRA,101,"198,200","-38.975337, -12.569615",14812924,CSX2300195
BAR18100018,Controlador Eletrônico de Velocidade,BA,CAMACAN,101,"581,680","-39.49404, -15.36979",0,2300334
BAB20060070,Redutor Eletrônico de Velocidade,BA,CATU,110,"368,100","-38.385177, -12.371831",14813572,2300251
BAB20070076,Redutor Eletrônico de Velocidade,BA,CATU,110,"356,260","-38.37081, -12.275452",14813573,2300247
BAB20070080,Redutor Eletrônico de Velocidade,BA,CATU,110,"369,260","-38.382835, -12.382357",14813571,2300252
BAB21060092,Redutor Eletrônico de Velocidade,BA,CATU,110,"360,280","-38.372884, -12.308363",15341157,2300248
BAB21060093,Redutor Eletrônico de Velocidade,BA,CATU,110,"363,500","-38.383269, -12.334259",14813587,2300249
BAB22060120,Redutor Eletrônico de Velocidade,BA,CATU,110,"367,820","-38.386156, -12.369764",14812864,2300024
BAB21070099,Redutor Eletrônico de Velocidade,BA,CIPO,110,"205,260","-38.518414, -11.106086",15341139,2300241
BAB21090104,Redutor Eletrônico de Velocidade,BA,CIPO,110,"203,560","-38.509415, -11.093835",15341142,2300238
BAB21100106,Redutor Eletrônico de Velocidade,BA,CIPO,110,"204,300","-38.513747, -11.098916",15341141,2300239
BAB21100107,Redutor Eletrônico de Velocidade,BA,CIPO,110,"204,610","-38.515667, -11.100981",15341140,2300240
BAB21080103,Redutor Eletrônico de Velocidade,BA,CIPO,110,"203,820","-38.510868, -11.095691",14812905,2300062
BAR19010075,Controlador Eletrônico de Velocidade,BA,CIPO,110,"202,160","-38.509142, -11.08168",14812913,CSX2300203
BAR19010053,Controlador Eletrônico de Velocidade,BA,CONCEICAO DA FEIRA,101,"192,275","-38.971136, -12.519706",14812922,CSX2300192
BAR19010054,Controlador Eletrônico de Velocidade,BA,CONCEICAO DA FEIRA,101,"192,275","-38.971136, -12.519706",14812921,CSX2300193
BAR19010055,Controlador Eletrônico de Velocidade,BA,CONCEICAO DA FEIRA,101,"196,510","-38.977889, -12.554975",14812923,CSX2300194
BAR21120110,Controlador Eletrônico de Velocidade,BA,CONCEICAO DO JACUIPE,101,"168,050","-38.839889, -12.358867",14812862,2300025
BAR22120113,Controlador Eletrônico de Velocidade,BA,CONCEICAO DO JACUIPE,101,"161,950","-38.787657, -12.354985",14813536,2300002
BAB22120130,Redutor Eletrônico de Velocidade,BA,CONCEICAO DO JACUIPE,101,"157,670","-38.755423, -12.335732",14813531,2300007
BAB23030134,Redutor Eletrônico de Velocidade,BA,CONCEICAO DO JACUIPE,101,"157,880","-38.75681, -12.337056",14813528,2300009
BAB23030135,Redutor Eletrônico de Velocidade,BA,CONCEICAO DO JACUIPE,101,"162,260","-38.790478, -12.354942",14812894,2300059
BAR22050112,Controlador Eletrônico de Velocidade,BA,CRUZ DAS ALMAS,101,"218,590","-39.117678, -12.648937",14813510,2300043
BAB21030090,Redutor Eletrônico de Velocidade,BA,CRUZ DAS ALMAS,101,"224,072","-39.1425, -12.6828",15341120,2300232
BAB20070071,Redutor Eletrônico de Velocidade,BA,CRUZ DAS ALMAS,101,"220,800","-39.1276, -12.661978",14812931,CSX2300184
BAB19010039,Redutor Eletrônico de Velocidade,BA,ESPLANADA,101,"36,960","-37.950667, -11.787501",14813575,2300228
BAB20070078,Redutor Eletrônico de Velocidade,BA,EUCLIDES DA CUNHA,116,"216,452","-39.01136, -10.503056",15342586,2300254
BAS20090007,Controlador Eletrônico Misto,BA,FEIRA DE SANTANA,116,"420,420","-38.965679, -12.206856",15341145,2300380
BAR20010104,Controlador Eletrônico de Velocidade,BA,FEIRA DE SANTANA,116,"422,370","-38.965137, -12.223868",15341146,2300365
BAR19010050,Controlador Eletrônico de Velocidade,BA,FEIRA DE SANTANA,101,"169,700","-38.853755, -12.353909",14812919,CSX2300147
BAS18100001,Controlador Eletrônico Misto,BA,FEIRA DE SANTANA,116,"420,940","-38.965451, -12.211452",15341150,2300383
BAS18100002,Controlador Eletrônico Misto,BA,FEIRA DE SANTANA,116,"420,940","-38.965451, -12.211452",15341151,2300382
BAB22110127,Redutor Eletrônico de Velocidade,BA,FEIRA DE SANTANA,116,"418,720","-38.965166, -12.192059",14831418,CSX2300008
BAB22110129,Redutor Eletrônico de Velocidade,BA,FEIRA DE SANTANA,116,"418,250","-38.965111, -12.188021",14831419,CSX2300006
BAB19100049,Redutor Eletrônico de Velocidade,BA,FEIRA DE SANTANA,101,"171,000","-38.862418, -12.358525",14812929,CSX2300188
BAB19100050,Redutor Eletrônico de Velocidade,BA,FEIRA DE SANTANA,101,"171,000","-38.862418, -12.358525",14812929,CSX2300188
