Código do Equipamento,Equipamento,UF,Município,Rodovia,Km,Coordenadas,Registro INMETRO,Nº de Série
SCB20040084,Redutor Eletrônico de Velocidade,SC,RIO NEGRINHO,280,"128,730","-49.520109, -26.245321",14504902,11270
SCB20040083,Redutor Eletrônico de Velocidade,SC,RIO NEGRINHO,280,"127,610","-49.509948, -26.241194",14504903,11271
SCR20020040,Controlador Eletrônico de Velocidade,SC,SANTO AMARO DA IMPERATRIZ,282,"29,881","-48.79095, -27.687758",14503712,R08138
SCB20020054,Redutor Eletrônico de Velocidade,SC,SANTO AMARO DA IMPERATRIZ,282,"22,370","-48.732972, -27.689528",14803204,R08134
SCB20040070,Redutor Eletrônico de Velocidade,SC,SANTO AMARO DA IMPERATRIZ,282,"32,215","-48.80302, -27.70269",14803205,R08133
SCB22110139,Redutor Eletrônico de Velocidade,SC,SANTO AMARO DA IMPERATRIZ,282,"27,400","-48.77439, -27.672974",14763290,R08147
SCR22080092,Controlador Eletrônico de Velocidade,SC,SAO BENTO DO SUL,280,"109,460","-49.388284, -26.310233",15109698,10586
SCR22080093,Controlador Eletrônico de Velocidade,SC,SAO BENTO DO SUL,280,"109,720","-49.388914, -26.308125",14571012,10587
SCR21070088,Controlador Eletrônico de Velocidade,SC,SAO FRANCISCO DO SUL,280,"4,730","-48.62376, -26.258379",14504926,11275
SCB20050090,Redutor Eletrônico de Velocidade,SC,SAO FRANCISCO DO SUL,280,"7,290","-48.642823, -26.273483",14504925,11294
SCR20050067,Controlador Eletrônico de Velocidade,SC,SAO FRANCISCO DO SUL,280,"10,930","-48.64067, -26.30418",14504924,11274
SCR20040056,Controlador Eletrônico de Velocidade,SC,SAO FRANCISCO DO SUL,280,"1,515","-48.62288, -26.23416",14803552,11454
SCR20040063,Controlador Eletrônico de Velocidade,SC,SAO FRANCISCO DO SUL,280,"14,400","-48.652752, -26.333442",14803502,11453
SCR21120090,Controlador Eletrônico de Velocidade,SC,SAO JOSE DO CERRITO,282,"274,900","-50.722301, -27.605913",14995901,R09987
SCR22020091,Controlador Eletrônico de Velocidade,SC,SAO JOSE DO CERRITO,282,"275,300","-50.725032, -27.603934",14995902,R10685
SCB23030141,Redutor Eletrônico de Velocidade,SC,SAO MIGUEL DO OESTE,163,"70,000","-53.506118, -26.734907",13999382,10941
SCB21070129,Redutor Eletrônico de Velocidade,SC,SAO MIGUEL DO OESTE,163,"67,324","-53.500487, -26.756535",14833129,11395
SCB21070130,Redutor Eletrônico de Velocidade,SC,SAO MIGUEL DO OESTE,163,"67,460","-53.500677, -26.755256",14794135,11456
SCB21070131,Redutor Eletrônico de Velocidade,SC,SAO MIGUEL DO OESTE,163,"68,445","-53.500898, -26.746435",14794138,11495
SCB21070132,Redutor Eletrônico de Velocidade,SC,SAO MIGUEL DO OESTE,163,"68,445","-53.500898, -26.746435",14794133,11457
SCB20040079,Redutor Eletrônico de Velocidade,SC,SAO MIGUEL DO OESTE,163,"70,530","-53.510427, -26.731621",14794137,11498
SCB20040080,Redutor Eletrônico de Velocidade,SC,SAO MIGUEL DO OESTE,163,"69,500","-53.50281, -26.737135",15238508,11496
SCB20040081,Redutor Eletrônico de Velocidade,SC,SAO MIGUEL DO OESTE,163,"70,320","-53.509191, -26.733038",14794191,11497
SCB23030142,Redutor Eletrônico de Velocidade,SC,TROMBUDO CENTRAL,470,"158,500","-49.783055, -27.285914",14743397,6070
SCR22080094,Controlador Eletrônico de Velocidade,SC,XANXERE,282,"502,670","-52.396855, -26.885873",14571013,10589
SCR20050070,Controlador Eletrônico de Velocidade,SC,XANXERE,282,"503,230","-52.402477, -26.883165",14403727,11203
SCR20050071,Controlador Eletrônico de Velocidade,SC,XANXERE,282,"503,660","-52.406217, -26.883158",14794192,11268
SCB21030128,Redutor Eletrônico de Velocidade,SC,XANXERE,282,"507,550","-52.440967, -26.886431",14403728,11199
SCR20010015,Controlador Eletrônico de Velocidade,SC,XANXERE,282,"499,670","-52.367664, -26.880938",14403726,11125
SCB20010031,Redutor Eletrônico de Velocidade,SC,XANXERE,282,"506,320","-52.432414, -26.885229",14134768,11122
SCB20010038,Redutor Eletrônico de Velocidade,SC,XANXERE,282,"498,500","-52.356008, -26.880308",14403725,11171
SCR20010027,Controlador Eletrônico de Velocidade,SC,XAXIM,282,"522,060","-52.542014, -26.955615",14403720,11202
SCR20010028,Controlador Eletrônico de Velocidade,SC,XAXIM,282,"523,400","-52.55124, -26.96422",14134767,11160
SCR20010029,Controlador Eletrônico de Velocidade,SC,XAXIM,282,"523,705","-52.55385, -26.965676",14794159,11452
SCR20010018,Controlador Eletrônico de Velocidade,SC,XAXIM,282,"514,260","-52.490497, -26.916007",14833140,11603
SCR20010026,Controlador Eletrônico de Velocidade,SC,XAXIM,282,"519,800","-52.52299, -26.95032",14134765,11138
SCR20010022,Controlador Eletrônico de Velocidade,SC,XAXIM,282,"514,700","-52.493738, -26.917979",14794166,11510
SCR20010023,Controlador Eletrônico de Velocidade,SC,XAXIM,282,"521,360","-52.536618, -26.951648",14134766,11139
SCB20010027,Redutor Eletrônico de Velocidade,SC,XAXIM,282,"526,990","-52.583046, -26.972657",14003051,10943
RSR20050096,Controlador Eletrônico de Velocidade,RS,ENTRE IJUIS,285,"509,980","-54.3752, -28.39625",14437060,11172
RSB20050346,Redutor Eletrônico de Velocidade,RS,ENTRE IJUIS,285,"486,220","-54.164417, -28.374633",14125092,11145
RSB20050347,Redutor Eletrônico de Velocidade,RS,ENTRE IJUIS,285,"486,500","-54.1672, -28.374267",14437067,10983
RSR20050101,Controlador Eletrônico de Velocidade,RS,ENTRE IJUIS,285,"498,120","-54.283483, -28.3784",14437006,11106
RSR20050103,Controlador Eletrônico de Velocidade,RS,ENTRE IJUIS,285,"510,920","-54.382967, -28.400133",14437061,11175
RSR20040084,Controlador Eletrônico de Velocidade,RS,ELDORADO DO SUL,290,"144,630","-51.65695, -30.100567",14292966,11279
RSR20040085,Controlador Eletrônico de Velocidade,RS,ELDORADO DO SUL,290,"144,940","-51.65985, -30.101817",14292967,11284
RSB20020243,Redutor Eletrônico de Velocidade,RS,CASEIROS,285,"218,180","-51.684717, -28.274417",13343086,10912
RSB20070392,Redutor Eletrônico de Velocidade,RS,CASEIROS,285,"218,730","-51.68987, -28.27255",14436962,10776
PRR22100116,Controlador Eletrônico de Velocidade,PR,SARANDI,376,"186,000","-51.8537, -23.45153",15402228,PRO0000049
RSR20030075,Controlador Eletrônico de Velocidade,RS,ALEGRETE,290,"578,880","-55.763883, -29.810333",14395678,11200
RSR20010062,Controlador Eletrônico de Velocidade,RS,ALEGRETE,290,"578,580","-55.76095, -29.811367",14395677,11097
RSB20020248,Redutor Eletrônico de Velocidade,RS,ALEGRETE,290,"577,490","-55.74985, -29.812233",14395676,10976
RSR20060118,Controlador Eletrônico de Velocidade,RS,ARROIO DOS RATOS,290,"151,320","-51.724854, -30.104836",14292965,11291
RSR20050095,Controlador Eletrônico de Velocidade,RS,ARROIO DOS RATOS,290,"151,850","-51.730333, -30.104667",14292964,11290
RSR20030076,Controlador Eletrônico de Velocidade,RS,BAGE,293,"178,360","-54.035033, -31.3053",13340031,11257
RSR20040077,Controlador Eletrônico de Velocidade,RS,BAGE,153,"555,575","-53.613612, -30.877",14437919,11366
RSR20010070,Controlador Eletrônico de Velocidade,RS,BAGE,293,"178,160","-54.033133, -31.305967",13340030,11151
RSB20030271,Redutor Eletrônico de Velocidade,RS,BARRACAO,470,"5,485","-51.470717, -27.624833",14436906,11232
RSB20030277,Redutor Eletrônico de Velocidade,RS,BARRACAO,470,"12,805","-51.458417, -27.686817",14395723,11091
RSB20030273,Redutor Eletrônico de Velocidade,RS,BARRACAO,470,"11,205","-51.454987, -27.673158",14436904,10989
RSB20030274,Redutor Eletrônico de Velocidade,RS,BARRACAO,470,"11,580","-51.454633, -27.676467",14436903,11105
RSB20030275,Redutor Eletrônico de Velocidade,RS,BARRACAO,470,"12,110","-51.4564, -27.68095",14436902,10931
RSB20050327,Redutor Eletrônico de Velocidade,RS,BARRACAO,470,"5,820","-51.46885, -27.6274",14436905,10783
RSR20050092,Controlador Eletrônico de Velocidade,RS,BARRACAO,470,"3,210","-51.485317, -27.617483",14436963,10608
RSB20050354,Redutor Eletrônico de Velocidade,RS,BARRACAO,470,"3,740","-51.485733, -27.619117",14436955,11478
RSB20060374,Redutor Eletrônico de Velocidade,RS,BENTO GONCALVES,470,"215,990","-51.52574, -29.16675",14437474,11276
RSB20060375,Redutor Eletrônico de Velocidade,RS,BENTO GONCALVES,470,"217,435","-51.52002, -29.17707",14437476,11289
RSB20060376,Redutor Eletrônico de Velocidade,RS,BENTO GONCALVES,470,"216,020","-51.52596, -29.16699",14437475,11176
RSB21080408,Redutor Eletrônico de Velocidade,RS,BENTO GONCALVES,470,"217,775","-51.51861, -29.17914",14396497,11477
RSB20060377,Redutor Eletrônico de Velocidade,RS,BENTO GONCALVES,470,"214,930","-51.53042, -29.15965",14437447,11292
RSB20060379,Redutor Eletrônico de Velocidade,RS,BENTO GONCALVES,470,"215,210","-51.52772, -29.16065",14437448,11174
RSB20060384,Redutor Eletrônico de Velocidade,RS,BOM JESUS,285,"61,715","-50.43239, -28.65356",14444399,11441
RSB20060385,Redutor Eletrônico de Velocidade,RS,BOM JESUS,285,"62,185","-50.43736, -28.65276",14444400,11440
RSR20120121,Controlador Eletrônico de Velocidade,RS,BUTIA,290,"176,170","-51.97745, -30.13206",14292962,11288
RSR20050108,Controlador Eletrônico de Velocidade,RS,BUTIA,290,"174,070","-51.95602, -30.1283",14292963,11287
RSR20010066,Controlador Eletrônico de Velocidade,RS,CACAPAVA DO SUL,392,"250,862","-53.430283, -30.538983",14003052,11109
RSR20010065,Controlador Eletrônico de Velocidade,RS,CACAPAVA DO SUL,392,"250,863","-53.430333, -30.539083",14003053,11053
RSB20020244,Redutor Eletrônico de Velocidade,RS,CACAPAVA DO SUL,290,"327,260","-53.453167, -30.359417",14395665,11155
RSB20040323,Redutor Eletrônico de Velocidade,RS,CACAPAVA DO SUL,290,"327,440","-53.4551, -30.35955",14395664,10968
RSB20020261,Redutor Eletrônico de Velocidade,RS,CACHOEIRA DO SUL,153,"4,315","-52.889462, -30.013117",14139717,10805
RSB20020262,Redutor Eletrônico de Velocidade,RS,CACHOEIRA DO SUL,153,"4,450","-52.888062, -30.012927",14003041,11055
RSB20020263,Redutor Eletrônico de Velocidade,RS,CACHOEIRA DO SUL,153,"1,990","-52.907073, -30.006017",14139716,11083
RSB20030301,Redutor Eletrônico de Velocidade,RS,CACHOEIRA DO SUL,153,"1,825","-52.907725, -30.004638",14003042,11057
RSR20050109,Controlador Eletrônico de Velocidade,RS,CAMPO NOVO,468,"67,030","-53.838733, -27.736717",14445436,11479
RSR20050110,Controlador Eletrônico de Velocidade,RS,CAMPO NOVO,468,"67,555","-53.8426, -27.73355",14445435,11480
RSB20050345,Redutor Eletrônico de Velocidade,RS,CARAZINHO,285,"335,680","-52.773017, -28.317567",13761949,11073
RSB20030284,Redutor Eletrônico de Velocidade,RS,CARAZINHO,285,"335,380","-52.770007, -28.3182",13761948,10922
RSB20020250,Redutor Eletrônico de Velocidade,RS,CAXIAS DO SUL,116,"154,295","-51.179817, -29.193283",13976719,10778
RSB20050330,Redutor Eletrônico de Velocidade,RS,CAXIAS DO SUL,116,"136,305","-51.10922, -29.07641",13976713,10785
RSB22030409,Redutor Eletrônico de Velocidade,RS,CAXIAS DO SUL,116,"142,600","-51.11995, -29.11823",13999390,10909
RSB18100016,Redutor Eletrônico de Velocidade,RS,CAXIAS DO SUL,116,"152,085","-51.168855, -29.182967",13976720,10784
RSB18100017,Redutor Eletrônico de Velocidade,RS,CAXIAS DO SUL,116,"136,510","-51.109791, -29.078233",13976714,10665
RSB18090001,Redutor Eletrônico de Velocidade,RS,CAXIAS DO SUL,116,"144,348","-51.127738, -29.129865",13574236,10658
RSB18090002,Redutor Eletrônico de Velocidade,RS,CAXIAS DO SUL,116,"151,295","-51.16328, -29.179393",13574237,10659
RSB18090003,Redutor Eletrônico de Velocidade,RS,CAXIAS DO SUL,116,"154,260","-51.180105, -29.192639",13574238,10601
RSB18090005,Redutor Eletrônico de Velocidade,RS,CAXIAS DO SUL,116,"155,510","-51.177547, -29.202381",13574239,10758
RSB18090006,Redutor Eletrônico de Velocidade,RS,CAXIAS DO SUL,116,"155,710","-51.177014, -29.204101",13574240,10757
RSB18090007,Redutor Eletrônico de Velocidade,RS,CAXIAS DO SUL,116,"171,392","-51.167597, -29.309019",13574234,10756
RSB18090008,Redutor Eletrônico de Velocidade,RS,CAXIAS DO SUL,116,"171,584","-51.167364, -29.310748",13574233,10770
RSB20060381,Redutor Eletrônico de Velocidade,RS,CERRO LARGO,392,"661,370","-54.72869, -28.1248",14445420,11471
RSB20030285,Redutor Eletrônico de Velocidade,RS,CRUZ ALTA,158,"194,130","-53.571822, -28.642252",13559185,10967
RSB20030286,Redutor Eletrônico de Velocidade,RS,CRUZ ALTA,158,"195,100","-53.578482, -28.64812",13559184,11086
RSB20030287,Redutor Eletrônico de Velocidade,RS,CRUZ ALTA,158,"195,100","-53.578482, -28.64812",13559182,11089
RSB20030288,Redutor Eletrônico de Velocidade,RS,CRUZ ALTA,158,"196,405","-53.587902, -28.656504",13559181,11150
RSB20040304,Redutor Eletrônico de Velocidade,RS,CRUZ ALTA,158,"194,260","-53.571975, -28.643411",13559186,11248
RSB20040305,Redutor Eletrônico de Velocidade,RS,CRUZ ALTA,158,"196,105","-53.585794, -28.654506",13559183,11050
RSR20050112,Controlador Eletrônico de Velocidade,RS,CRUZ ALTA,158,"191,440","-53.57145, -28.618367",14437010,10802
RSB20050326,Redutor Eletrônico de Velocidade,RS,DOM PEDRITO,293,"251,700","-54.667233, -30.965617",13340033,11264
RSB20020251,Redutor Eletrônico de Velocidade,RS,DOM PEDRITO,293,"251,560","-54.665917, -30.96615",13340032,11135
RSB20030270,Redutor Eletrônico de Velocidade,RS,ERECHIM,153,"46,735","-52.243164, -27.640356",13761942,11081
RSR20030073,Controlador Eletrônico de Velocidade,RS,ERECHIM,153,"49,810","-52.268378, -27.655461",13761943,11140
RSB20030272,Redutor Eletrônico de Velocidade,RS,ERECHIM,153,"47,270","-52.247044, -27.643606",13761944,11113
RSB20050339,Redutor Eletrônico de Velocidade,RS,ERECHIM,153,"48,480","-52.256617, -27.650633",14436925,10804
RSB20050355,Redutor Eletrônico de Velocidade,RS,ERECHIM,153,"50,775","-52.27785, -27.656833",13761947,11096
RSB20050356,Redutor Eletrônico de Velocidade,RS,ERECHIM,153,"50,775","-52.27785, -27.656833",14436924,10910
RSB20050349,Redutor Eletrônico de Velocidade,RS,FREDERICO WESTPHALEN,386,"40,425","-53.415033, -27.408533",14445404,11421
RSB20050340,Redutor Eletrônico de Velocidade,RS,FREDERICO WESTPHALEN,386,"33,380","-53.38685, -27.354983",14437076,11442
RSB20050342,Redutor Eletrônico de Velocidade,RS,FREDERICO WESTPHALEN,386,"34,880","-53.395517, -27.36555",14445408,11391
RSB20050343,Redutor Eletrônico de Velocidade,RS,FREDERICO WESTPHALEN,386,"35,060","-53.39665, -27.366883",14445407,11392
RSB20050337,Redutor Eletrônico de Velocidade,RS,FREDERICO WESTPHALEN,386,"33,200","-53.386483, -27.353383",14437075,11443
RSB21020400,Redutor Eletrônico de Velocidade,RS,FREDERICO WESTPHALEN,386,"37,345","-53.3997, -27.38695",14445406,11393
RSB21020401,Redutor Eletrônico de Velocidade,RS,FREDERICO WESTPHALEN,386,"37,345","-53.3997, -27.38695",14445405,11394
RSR20020071,Controlador Eletrônico de Velocidade,RS,SAO VICENTE DO SUL,287,"329,195","-54.660417, -29.68485",14395674,10981
RSR20050111,Controlador Eletrônico de Velocidade,RS,SAO VICENTE DO SUL,287,"329,315","-54.661667, -29.685083",14395675,11168
RSR20010057,Controlador Eletrônico de Velocidade,RS,GUAIBA,116,"300,470","-51.351022, -30.127486",14292922,11285
RSR20010058,Controlador Eletrônico de Velocidade,RS,GUAIBA,116,"301,040","-51.3539, -30.132017",14292968,11280
RSB20010205,Redutor Eletrônico de Velocidade,RS,GUAIBA,116,"306,360","-51.3862, -30.170333",14292972,11432
RSB20010206,Redutor Eletrônico de Velocidade,RS,GUAIBA,116,"306,360","-51.3862, -30.170333",14292971,11439
RSB20030289,Redutor Eletrônico de Velocidade,RS,IJUI,285,"460,680","-53.916033, -28.41845",14437008,10991
RSB20060388,Redutor Eletrônico de Velocidade,RS,IJUI,285,"455,790","-53.88671, -28.38406",14445417,11472
RSB20060387,Redutor Eletrônico de Velocidade,RS,IJUI,285,"456,065","-53.88886, -28.38569",14445416,11473
RSB20050328,Redutor Eletrônico de Velocidade,RS,IJUI,285,"460,720","-53.91635, -28.418667",14437007,11101
RSR20050102,Controlador Eletrônico de Velocidade,RS,IRAI,386,"4,650","-53.26265, -27.188317",14437073,11188
RSR20050104,Controlador Eletrônico de Velocidade,RS,IRAI,386,"5,120","-53.266433, -27.190883",14437074,11193
RSB20030295,Redutor Eletrônico de Velocidade,RS,ITAQUI,472,"512,240","-56.671383, -29.394017",14445432,11486
RSB20030290,Redutor Eletrônico de Velocidade,RS,ITAQUI,472,"512,065","-56.66995, -29.393017",14445431,11485
RSB20040313,Redutor Eletrônico de Velocidade,RS,IVOTI,116,"230,350","-51.13467, -29.623999",14292970,11368
RSR20040090,Controlador Eletrônico de Velocidade,RS,JAGUARI,287,"350,100","-54.677017, -29.510333",14395329,11132
RSR20040091,Controlador Eletrônico de Velocidade,RS,JAGUARI,287,"354,810","-54.689717, -29.482533",14395238,10980
RSB20030291,Redutor Eletrônico de Velocidade,RS,JULIO DE CASTILHOS,158,"264,290","-53.665696, -29.235468",14003040,10944
RSB20030278,Redutor Eletrônico de Velocidade,RS,LAGOA VERMELHA,470,"75,000","-51.524898, -28.198015",13343089,11056
RSB20070389,Redutor Eletrônico de Velocidade,RS,LAGOA VERMELHA,285,"199,000","-51.52383, -28.20398",15215755,10940
RSB20060378,Redutor Eletrônico de Velocidade,RS,LAGOA VERMELHA,285,"196,830","-51.50983, -28.21684",14436961,10780
RSB20010216,Redutor Eletrônico de Velocidade,RS,LAGOA VERMELHA,285,"197,340","-51.510533, -28.212317",13343087,10774
RSB20020242,Redutor Eletrônico de Velocidade,RS,LAGOA VERMELHA,285,"198,510","-51.519183, -28.205567",13343088,10777
RSB20050352,Redutor Eletrônico de Velocidade,RS,NOVA PETROPOLIS,116,"185,190","-51.12588, -29.38907",14444389,11370
RSB20050353,Redutor Eletrônico de Velocidade,RS,NOVA PETROPOLIS,116,"185,240","-51.12588, -29.38959",14444390,11371
RSB20050357,Redutor Eletrônico de Velocidade,RS,NOVA PETROPOLIS,116,"185,520","-51.12603, -29.39174",14444391,11319
RSB20050358,Redutor Eletrônico de Velocidade,RS,NOVA PETROPOLIS,116,"185,780","-51.12373, -29.39277",14444393,11120
RSB20050332,Redutor Eletrônico de Velocidade,RS,PANAMBI,158,"152,120","-53.485467, -28.299067",14437058,10663
RSB22070411,Redutor Eletrônico de Velocidade,RS,PANAMBI,158,"152,290","-53.48553, -28.30058",13559187,10990
RSB20050373,Redutor Eletrônico de Velocidade,RS,PASSO FUNDO,285,"298,280","-52.44255, -28.229217",14436964,11173
RSR20050098,Controlador Eletrônico de Velocidade,RS,PASSO FUNDO,285,"291,800","-52.36335, -28.239167",14436908,10661
RSB20050333,Redutor Eletrônico de Velocidade,RS,PASSO FUNDO,285,"293,100","-52.37625, -28.236733",14436907,10662
RSB20050334,Redutor Eletrônico de Velocidade,RS,PASSO FUNDO,285,"296,320","-52.424817, -28.2366",14436965,11179
RSB20050335,Redutor Eletrônico de Velocidade,RS,PASSO FUNDO,285,"298,075","-52.440717, -28.230067",14436911,10920
RSR20040080,Controlador Eletrônico de Velocidade,RS,PASSO FUNDO,285,"291,600","-52.361367, -28.238733",14436909,10607
RSB20030302,Redutor Eletrônico de Velocidade,RS,PASSO FUNDO,285,"292,440","-52.369633, -28.238067",14436910,10664
RSB20030303,Redutor Eletrônico de Velocidade,RS,PASSO FUNDO,285,"296,590","-52.427533, -28.23635",14436912,10807
RSR20060117,Controlador Eletrônico de Velocidade,RS,PEJUCARA,285,"432,215","-53.6654, -28.33604",14437009,10808
RSR20050105,Controlador Eletrônico de Velocidade,RS,PEJUCARA,285,"432,380","-53.6666, -28.337083",14437059,10924
RSB20010224,Redutor Eletrônico de Velocidade,RS,PELOTAS,293,"2,750","-52.3647, -31.740117",13340037,11022
RSB20010225,Redutor Eletrônico de Velocidade,RS,PELOTAS,293,"3,330","-52.367817, -31.735867",13340038,11260
RSB20010221,Redutor Eletrônico de Velocidade,RS,PELOTAS,293,"1,060","-52.358255, -31.754122",13340028,11031
RSB20010223,Redutor Eletrônico de Velocidade,RS,PELOTAS,293,"2,400","-52.3632, -31.743133",13340036,11100
RSB20010230,Redutor Eletrônico de Velocidade,RS,PELOTAS,293,"1,290","-52.359233, -31.752217",13340029,11020
RSB20020231,Redutor Eletrônico de Velocidade,RS,PELOTAS,293,"3,890","-52.373483, -31.733267",13571839,11261
RSR20010068,Controlador Eletrônico de Velocidade,RS,QUARAI,293,"440,890","-56.427383, -30.400083",14444508,11318
RSB20010219,Redutor Eletrônico de Velocidade,RS,RIO GRANDE,471,"524,285","-52.538583, -32.539133",13340035,11136
RSB20010220,Redutor Eletrônico de Velocidade,RS,RIO GRANDE,471,"524,160","-52.538233, -32.537917",13340034,11085
RSB20010215,Redutor Eletrônico de Velocidade,RS,RIO GRANDE,471,"540,540","-52.594455, -32.676303",13571825,11112
RSB20010217,Redutor Eletrônico de Velocidade,RS,RIO GRANDE,471,"540,460","-52.5939, -32.6758",13571824,11201
RSR20010063,Controlador Eletrônico de Velocidade,RS,RIO GRANDE,471,"532,350","-52.571217, -32.60525",14437924,11367
RSR20010064,Controlador Eletrônico de Velocidade,RS,RIO GRANDE,471,"528,215","-52.558592, -32.56999",14436823,11377
RSR20040082,Controlador Eletrônico de Velocidade,RS,RIO GRANDE,392,"1,140","-52.111338, -32.121772",14437923,11458
RSR20040081,Controlador Eletrônico de Velocidade,RS,RIO GRANDE,392,"0,555","-52.111385, -32.116504",14437922,11376
RSB20020252,Redutor Eletrônico de Velocidade,RS,RIO PARDO,471,"173,980","-52.370248, -29.98082",14003054,11095
RSB20010203,Redutor Eletrônico de Velocidade,RS,RIO PARDO,471,"162,820","-52.39315, -29.8886",14444510,11225
RSB19120197,Redutor Eletrônico de Velocidade,RS,RIO PARDO,471,"162,990","-52.393022, -29.890275",14003043,10942
RSB20050371,Redutor Eletrônico de Velocidade,RS,RIO PARDO,471,"174,185","-52.36922, -29.982444",14395121,11087
RSB22100412,Redutor Eletrônico de Velocidade,RS,RIO PARDO,471,"166,300","-52.371847, -29.955153",14292921,11401
RSR20050106,Controlador Eletrônico de Velocidade,RS,ROSARIO DO SUL,290,"461,260","-54.72745, -30.229933",14446772,11489
RSR20050107,Controlador Eletrônico de Velocidade,RS,ROSARIO DO SUL,290,"461,800","-54.733017, -30.2306",14446771,11490
RSR20120120,Controlador Eletrônico de Velocidade,RS,ROSARIO DO SUL,158,"470,444","-54.976883, -30.272167",14395668,11265
RSB20120398,Redutor Eletrônico de Velocidade,RS,SANTA MARIA,158,"325,300","-53.79749, -29.70547",14445165,11400
RSB20120399,Redutor Eletrônico de Velocidade,RS,SANTA MARIA,158,"325,300","-53.79749, -29.70547",14445164,11402
RSB21040406,Redutor Eletrônico de Velocidade,RS,SANTA MARIA,158,"333,420","-53.86676, -29.70824",14446764,11446
RSB20060386,Redutor Eletrônico de Velocidade,RS,SANTA MARIA,158,"330,725","-53.84324, -29.70351",14444212,11369
RSB20030296,Redutor Eletrônico de Velocidade,RS,SANTA MARIA,392,"352,140","-53.808043, -29.719711",14003051,10943
RSB20030300,Redutor Eletrônico de Velocidade,RS,SANTA MARIA,158,"330,560","-53.842317, -29.702217",14395671,10801
RSB20030294,Redutor Eletrônico de Velocidade,RS,SANTA MARIA,392,"347,260","-53.785357, -29.763734",14003047,11154
RSB20020264,Redutor Eletrônico de Velocidade,RS,SANTA MARIA,392,"347,400","-53.786167, -29.762683",14003046,11054
RSB21040407,Redutor Eletrônico de Velocidade,RS,SANTA MARIA,158,"333,670","-53.86998, -29.70802",14446763,11447
RSR20010067,Controlador Eletrônico de Velocidade,RS,SANTANA DA BOA VISTA,392,"207,390","-53.172873, -30.824659",13571826,11082
RSB20010229,Redutor Eletrônico de Velocidade,RS,SANTANA DO LIVRAMENTO,293,"339,700","-55.531133, -30.855533",14395305,10763
RSR20010060,Controlador Eletrônico de Velocidade,RS,SANTANA DO LIVRAMENTO,158,"554,230","-55.40895, -30.840067",14143289,10915
RSB20010213,Redutor Eletrônico de Velocidade,RS,SANTANA DO LIVRAMENTO,158,"562,350","-55.492367, -30.853133",14395307,10762
RSR20030074,Controlador Eletrônico de Velocidade,RS,SANTANA DO LIVRAMENTO,158,"554,420","-55.410967, -30.840233",14139712,10760
RSB20030265,Redutor Eletrônico de Velocidade,RS,SANTANA DO LIVRAMENTO,293,"339,490","-55.5291, -30.854667",14139715,10769
RSR21010122,Controlador Eletrônico de Velocidade,RS,SANTANA DO LIVRAMENTO,293,"347,025","-55.588757, -30.820304",14444507,11372
RSR21010123,Controlador Eletrônico de Velocidade,RS,SANTANA DO LIVRAMENTO,293,"352,500","-55.639914, -30.799178",14444706,11374
RSB20060380,Redutor Eletrônico de Velocidade,RS,SANTANA DO LIVRAMENTO,158,"0,465","-55.51496, -30.87732",14444506,11373
RSB20020238,Redutor Eletrônico de Velocidade,RS,SANTANA DO LIVRAMENTO,158,"561,820","-55.487383, -30.850967",14139713,10761
RSR20040083,Controlador Eletrônico de Velocidade,RS,SANTANA DO LIVRAMENTO,293,"362,595","-55.735246, -30.760648",14444707,11375
RSB20050363,Redutor Eletrônico de Velocidade,RS,SANTA ROSA,472,"156,670","-54.4347, -27.841383",14445437,11481
RSB20050364,Redutor Eletrônico de Velocidade,RS,SANTA ROSA,472,"156,730","-54.434833, -27.84195",14445438,11482
RSB20040316,Redutor Eletrônico de Velocidade,RS,SANTIAGO,287,"399,960","-54.878017, -29.16275",14438055,11195
RSB20040317,Redutor Eletrônico de Velocidade,RS,SANTIAGO,287,"397,110","-54.852567, -29.1752",14446484,11493
RSB20040318,Redutor Eletrônico de Velocidade,RS,SANTIAGO,287,"396,640","-54.84965, -29.17735",14446483,11494
RSB20040319,Redutor Eletrônico de Velocidade,RS,SANTIAGO,287,"400,420","-54.880567, -29.159233",14438056,11084
RSB20040320,Redutor Eletrônico de Velocidade,RS,SAO BORJA,287,"508,485","-55.769717, -28.78995",14445433,11483
RSB20040309,Redutor Eletrônico de Velocidade,RS,SAO BORJA,287,"457,110","-55.343683, -28.985867",14437099,11403
RSB20040308,Redutor Eletrônico de Velocidade,RS,SAO BORJA,287,"508,470","-55.769533, -28.790033",14445434,11484
RSB20020247,Redutor Eletrônico de Velocidade,RS,SAO GABRIEL,290,"419,050","-54.334633, -30.350267",14135666,11033
RSR20010061,Controlador Eletrônico de Velocidade,RS,SAO GABRIEL,290,"422,230","-54.3577, -30.33115",14395667,11124
RSR20050099,Controlador Eletrônico de Velocidade,RS,SAO LUIS GONZAGA,285,"567,650","-54.973183, -28.41535",14445423,11459
RSR20050100,Controlador Eletrônico de Velocidade,RS,SAO LUIS GONZAGA,285,"567,915","-54.975667, -28.41435",14445422,11460
RSB20050329,Redutor Eletrônico de Velocidade,RS,SAO MARCOS,116,"95,900","-51.14817, -28.87941",13999347,10764
RSB18100019,Redutor Eletrônico de Velocidade,RS,SAO MARCOS,116,"123,660","-51.080393, -29.023355",13999337,10788
